ASIN,Product Title,Amazon Buy Price,Source Buy Price,Source URL,Estimated Monthly Sales,BSR,Category,ROI (%),Profit ($),Number of Sellers,Hazmat,Gated,Brand Restricted,Keepa Stable,Notes
B0014BYID4,"Crocs Men's and Women's Classic Clog (Retired Colors), Cantaloupe, 17 Women/15 Men",$0.37,$0.37,https://www.amazon.com/dp/B0014BYID4,N/A,N/A,Shoes,-824.28%,$-3.06,N/A,N/A,N/A,N/A,N,
B0D61HM1D4,"Pampers Baby Diapers - Swaddlers - Size 4, 66 Count, Ultra Absorbent Disposable Infant Diaper",$0.28,$0.28,https://www.amazon.com/dp/B0D61HM1D4,N/A,N/A,Drugstore,-1078.08%,$-3.04,N/A,N/A,N/A,N/A,Y,
B08412MCNW,"Crocs Unisex-Adult Classic Clogs, Neo Mint, 2 Men/4 Women",$0.50,$0.28,https://www.amazon.com/dp/B08412MCNW,N/A,N/A,Shoes,-1013.15%,$-2.86,N/A,N/A,N/A,N/A,N,
B0DT76J6WB,Amazon Basics AAAA 1.5 Volt Everyday Alkaline Batteries,N/A,N/A,https://www.amazon.com/dp/B0DT76J6WB,N/A,N/A,Drugstore,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
B09NM9YNPH,"Crocs Unisex-Adult Classic Clogs, Lavender, 13 Men/15 Women",$0.31,$0.40,https://www.amazon.com/dp/B09NM9YNPH,N/A,N/A,Shoes,-786.42%,$-3.14,N/A,N/A,N/A,N/A,N,
B09GH8XDNP,"Crocs Classic Clog Mineral Blue Men's 10, Women's 12 Medium",$0.41,$0.76,https://www.amazon.com/dp/B09GH8XDNP,N/A,N/A,Shoes,-447.09%,$-3.42,N/A,N/A,N/A,N/A,N,
B08HSHWG89,"Crocs Classic Clog Pistachio Men's 12, Women's 14 Medium",$0.50,$0.76,https://www.amazon.com/dp/B08HSHWG89,N/A,N/A,Shoes,-437.05%,$-3.34,N/A,N/A,N/A,N/A,N,
B08V6T37X5,"Amazon Basics Leakproof Dog and Puppy Pee Pads with 5-Layer Quick-Dry Surface for Potty Training, Standard Absorbency, Giant, 27.5 x 44Inch, Pack of 40, Blue & White",$0.20,$0.20,https://www.amazon.com/dp/B08V6T37X5,N/A,N/A,Pet Products,-1515.75%,$-3.03,N/A,N/A,N/A,N/A,N,
B08KHL6C3T,"Crocs Classic Clog Banana Men's 5, Women's 7 Medium",$1.02,$0.50,https://www.amazon.com/dp/B08KHL6C3T,N/A,N/A,Shoes,-526.70%,$-2.63,N/A,N/A,N/A,N/A,N,
B09773B7YF,"Crocs Classic Clog Banana Men's 8, Women's 10 Medium",$0.71,$0.58,https://www.amazon.com/dp/B09773B7YF,N/A,N/A,Shoes,-510.71%,$-2.98,N/A,N/A,N/A,N/A,N,
B0CNJ6VRN4,"Crocs Classic Clog Stucco Men's 9, Women's 11 Medium",$0.50,$0.76,https://www.amazon.com/dp/B0CNJ6VRN4,N/A,N/A,Shoes,-437.04%,$-3.34,N/A,N/A,N/A,N/A,N,
B0044WVY2S,"Pampers Baby Diapers - Swaddlers - Size 3, 26 Count, Ultra Absorbent Disposable Infant Diaper",$0.10,$0.09,https://www.amazon.com/dp/B0044WVY2S,N/A,N/A,Drugstore,-3201.34%,$-3.01,N/A,N/A,N/A,N/A,Y,
B09NMC6KJP,"Crocs Unisex-Adult Classic Clogs, Taffy Pink, 11 Men/13 Women",$0.50,$0.76,https://www.amazon.com/dp/B09NMC6KJP,N/A,N/A,Shoes,-437.05%,$-3.34,N/A,N/A,N/A,N/A,Y,
B0BF8L7JKV,"Crocs Classic Clog Turquoise Tonic Men's 3, Women's 5 Medium",$0.40,$0.49,https://www.amazon.com/dp/B0BF8L7JKV,N/A,N/A,Shoes,-643.45%,$-3.15,N/A,N/A,N/A,N/A,N,
B08RP9WRYT,"Crocs Unisex-Adult Classic Clogs, Orange Zing, 5 Men/7 Women",$0.50,$0.39,https://www.amazon.com/dp/B08RP9WRYT,N/A,N/A,Shoes,-752.75%,$-2.97,N/A,N/A,N/A,N/A,N,
B010PEKG9A,"Crocs Unisex-Adult Classic Clogs, Orange Zing, 7 Men/9 Women",$0.50,$0.50,https://www.amazon.com/dp/B010PEKG9A,N/A,N/A,Shoes,-616.15%,$-3.07,N/A,N/A,N/A,N/A,N,
B0C6XRWK5P,"Ailun 2 Pack Screen Protector for iPhone 13 mini [5.4 inch] Display 2021 with 2 Pack Tempered Glass Camera Lens Protector,[9H Hardness]-HD",N/A,$0.06,https://www.amazon.com/dp/B0C6XRWK5P,N/A,N/A,Wireless,N/A,N/A,N/A,N/A,N/A,N/A,N,
B0BZYC7N7X,"Crocs Unisex-Adult Classic Clogs, Oxygen, 13 Men/15 Women",N/A,$0.47,https://www.amazon.com/dp/B0BZYC7N7X,N/A,N/A,Shoes,N/A,N/A,N/A,N/A,N/A,N/A,N,
B00GS8VGP6,"Crocs Unisex-Adult Classic Clog, Clogs for Women and Men, Bone, 6 Men/8 Women",$0.30,$0.37,https://www.amazon.com/dp/B00GS8VGP6,N/A,N/A,Shoes,-832.26%,$-3.12,N/A,N/A,N/A,N/A,N,
B09CMLHDGY,Crocs Unisex Classic Clogs Bone 15,$0.50,$0.37,https://www.amazon.com/dp/B09CMLHDGY,N/A,N/A,Shoes,-786.87%,$-2.95,N/A,N/A,N/A,N/A,N,
B07X2QG44K,"Crocs Classic Clog Sunflower Men's 17, Women's 19 Medium",N/A,$0.55,https://www.amazon.com/dp/B07X2QG44K,N/A,N/A,Shoes,N/A,N/A,N/A,N/A,N/A,N/A,N,
B07TJ9HGLB,"Crocs Classic Clog Jade Stone Men's 6, Women's 8 Medium",$0.50,$0.60,https://www.amazon.com/dp/B07TJ9HGLB,N/A,N/A,Shoes,-529.25%,$-3.17,N/A,N/A,N/A,N/A,N,
B07TWMY3JR,"Crocs Classic Clog Moon Jelly Men's 7, Women's 9 Medium",$0.50,$0.60,https://www.amazon.com/dp/B07TWMY3JR,N/A,N/A,Shoes,-529.32%,$-3.17,N/A,N/A,N/A,N/A,N,
B0C888NWQK,"Crocs Classic Clog Neon Watermelon Men's 10, Women's 12 Medium",$0.35,$0.50,https://www.amazon.com/dp/B0C888NWQK,N/A,N/A,Shoes,-640.53%,$-3.20,N/A,N/A,N/A,N/A,N,
B00401ZK0U,"Crocs Unisex-Adult Classic Clog, Clogs for Women and Men, Atmosphere, 7 Men/9 Women",$0.37,$0.45,https://www.amazon.com/dp/B00401ZK0U,N/A,N/A,Shoes,-697.05%,$-3.13,N/A,N/A,N/A,N/A,N,
B0DCJ913FG,"Crocs Unisex-Adult Classic Clog, Clogs for Women and Men, Blue Calcite, 7 Men/9 Women",$0.40,$0.50,https://www.amazon.com/dp/B0DCJ913FG,N/A,N/A,Shoes,-632.57%,$-3.16,N/A,N/A,N/A,N/A,N,
B0DCG8GLNC,"Owala FreeSip Insulated Stainless Steel Water Bottle with Straw, BPA-Free Sports Water Bottle, Great for Travel, 24 Oz, Camo Cool",$0.30,$0.30,https://www.amazon.com/dp/B0DCG8GLNC,N/A,N/A,Kitchen,-1015.33%,$-3.04,N/A,N/A,N/A,N/A,N,
B0DKLNVHNW,"ZELUS Weighted Vest, 6lb/8lb/12lb/16lb/20lb/25lb/30lb Weight Vest with Reflective Stripe for Workout, Strength Training, Running, Fitness, Muscle Building, Weight Loss, Weightlifting, Black(25 lb)",N/A,$0.59,https://www.amazon.com/dp/B0DKLNVHNW,N/A,N/A,Sports,N/A,N/A,N/A,N/A,N/A,N/A,N,
B0BFNNXZ4B,"Pampers Baby Diapers - Swaddlers - Size 8, 76 Count, Ultra Absorbent Disposable Infant Diaper",$0.56,$0.56,https://www.amazon.com/dp/B0BFNNXZ4B,N/A,N/A,Drugstore,-551.29%,$-3.08,N/A,N/A,N/A,N/A,Y,
B0BF8QPWBQ,Crocs Unisex Classic Clogs Linen 3 M,$0.50,$0.47,https://www.amazon.com/dp/B0BF8QPWBQ,N/A,N/A,Shoes,-646.34%,$-3.05,N/A,N/A,N/A,N/A,N,
B0BSG9YJJH,"Crocs Unisex Classic Clog Dragon Fruit Men's 2, Women's 4 Medium",N/A,$0.39,https://www.amazon.com/dp/B0BSG9YJJH,N/A,N/A,Shoes,N/A,N/A,N/A,N/A,N/A,N/A,Y,
B0DQ9KLTF5,"Mini Mic Pro Wireless Microphone for iPhone, iPad, Android, Lavalier Microphone for Video Recording - 2 Pack iPhone Mic Crystal Clear Recording with USB-C for Podcast, ASMR (iPhone 14 & Below)",N/A,$0.25,https://www.amazon.com/dp/B0DQ9KLTF5,N/A,N/A,Electronics,N/A,N/A,N/A,N/A,N/A,N/A,N,
B0BF96G3GG,"ZELUS Weighted Vest, 6lb/8lb/12lb/16lb/20lb/25lb/30lb Weight Vest with Reflective Stripe for Workout, Strength Training, Running, Fitness, Muscle Building, Weight Loss, Weightlifting, Blue(16 lb)",N/A,$0.52,https://www.amazon.com/dp/B0BF96G3GG,N/A,N/A,Sports,N/A,N/A,N/A,N/A,N/A,N/A,N,
B08KHHRZKM,"ZELUS Weighted Vest, 6lb/8lb/12lb/16lb/20lb/25lb/30lb Weight Vest with Reflective Stripe for Workout, Strength Training, Running, Fitness, Muscle Building, Weight Loss, Weightlifting, Violet(8 lb)",N/A,$0.35,https://www.amazon.com/dp/B08KHHRZKM,N/A,N/A,Sports,N/A,N/A,N/A,N/A,N/A,N/A,N,
B07BTDMM3T,Crocs Unisex Classic Clog Mint Tint Men 11/Women 13 Medium,N/A,$0.50,https://www.amazon.com/dp/B07BTDMM3T,N/A,N/A,Shoes,N/A,N/A,N/A,N/A,N/A,N/A,N,
B0DCGCL37W,"Owala FreeSip Insulated Stainless Steel Water Bottle with Straw for Sports and Travel, BPA-Free Sports Water Bottle, 24 oz, Candy Store",$0.30,$0.30,https://www.amazon.com/dp/B0DCGCL37W,N/A,N/A,Kitchen,-1015.33%,$-3.04,N/A,N/A,N/A,N/A,Y,
B0DT787Z5K,Crocs Unisex Classic Clog Starfish Men 6/Women 8 Medium,N/A,$0.50,https://www.amazon.com/dp/B0DT787Z5K,N/A,N/A,Shoes,N/A,N/A,N/A,N/A,N/A,N/A,N,
B0DT777MCT,"ZELUS Weighted Vest, 6lb/8lb/12lb/16lb/20lb/25lb/30lb Weight Vest for Men Women with Storage Pocket & Reflective Strips for Workout Strength Training Running Muscle Building, Gray Camo (12 lb)",N/A,$0.38,https://www.amazon.com/dp/B0DT777MCT,N/A,N/A,Sports,N/A,N/A,N/A,N/A,N/A,N/A,N,
B0BF8K4VT5,"ZELUS Weighted Vest, 6lb/8lb/12lb/16lb/20lb/25lb/30lb Weight Vest for Men Women with Storage Pocket & Reflective Strips for Workout Strength Training Running Muscle Building, Desert Camo (25 lb)",N/A,$0.71,https://www.amazon.com/dp/B0BF8K4VT5,N/A,N/A,Sports,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
B081KJGDF8,"ZELUS Weighted Vest, 6lb/8lb/12lb/16lb/20lb/25lb/30lb Weight Vest for Men Women with Storage Pocket Reflective Strips for Strength Training Running Muscle Building, Brushstroke Sand Camo (20 lb)",N/A,$0.61,https://www.amazon.com/dp/B081KJGDF8,N/A,N/A,Sports,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
